"gid","nom_dept","nom_com","nom_station","code_station","typologie","influence","ozone","mois","annee","X","Y","no2","pm10","s02"
108,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",,7,2018,6.240562703,46.19584661,9.9,16.8,
112,"ISERE","Grenoble","Villeneuve","FR15008","suburban","Fond",,5,2018,5.736395372,45.16140417,,,
86,"ISERE","Grenoble","Grenoble Les Frenes","FR15043","urban","Fond",,7,2018,5.735603366,45.16187407,12.4,17.5,0.2
8,"RHONE","Vaulx-en-Velin","VAULX EN VELIN","FR20046","urban","Fond",73.6,4,2018,4.924700509,45.77887089,21.3,15.8,
20,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",40.5,2,2018,4.074653898,46.04106794,22.8,19.3,
32,"HAUTE-SAVOIE","Passy","PASSY","FR33220","suburban","Fond",62.2,5,2018,6.713642902,45.9235436,6.9,16.0,
26,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",57.4,3,2018,6.349723082,45.27471893,13.5,10.3,6.7
14,"SAVOIE","ChambÃ©ry","CHAMBERY LE HAUT","FR33102","urban","Fond",84.3,8,2018,5.918616424,45.59668502,7.5,12.9,
48,"PUY-DE-DOME","Clermont-Ferrand","Montferrand","FR07004","urban","Fond",39.4,12,2017,3.113828888,45.79729717,21.5,,
36,"DROME","Valence","Valence Urb. Centre","FR36002","urban","Fond",79.0,8,2018,4.893674494,44.93318986,12.4,14.5,
23,"ISERE","Saint-Martin-d'HÃ¨res","St Martin dHeres","FR15038","urban","Fond",70.6,8,2018,5.75310114,45.18279644,13.9,14.9,
93,"PUY-DE-DOME","Clermont-Ferrand","Centre Ville","FR07003","urban","Fond",,4,2018,3.083334107,45.77364091,,,
26,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",19.2,12,2018,6.869996699,45.92253686,34.7,19.5,
40,"PUY-DE-DOME","Clermont-Ferrand","Montferrand","FR07004","urban","Fond",36.7,12,2018,3.113828888,45.79729717,22.0,,
132,"LOIRE","Saint-Ã‰tienne","COUBERTIN","FR29421","suburban","Fond",,9,2018,4.389781793,45.46673742,,,
11,"AIN","Miribel","COTIERE AIN","FR20047","suburban","Fond",73.8,5,2018,4.953959787,45.82322611,9.9,13.2,
34,"PUY-DE-DOME","Clermont-Ferrand","Montferrand","FR07004","urban","Fond",79.3,7,2018,3.113828888,45.79729717,14.7,,
33,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",61.6,3,2018,5.820837783,46.07223918,10.6,13.4,1.0
56,"RHONE","Villefranche-sur-SaÃ´ne","VILLEFRANCHE Village","FR20061","urban","Fond",,6,2018,4.719285546,45.98637779,,,
20,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",41.1,1,2018,4.074653898,46.04106794,20.2,9.7,
95,"PUY-DE-DOME","Clermont-Ferrand","Centre Ville","FR07003","urban","Fond",,3,2018,3.083334107,45.77364091,,,
31,"DROME","Valence","Valence Urb. Centre","FR36002","urban","Fond",94.6,7,2018,4.893674494,44.93318986,15.8,17.7,
27,"HAUTE-SAVOIE","Passy","PASSY","FR33220","suburban","Fond",74.1,6,2018,6.713642902,45.9235436,5.4,17.6,
132,"LOIRE","Saint-Ã‰tienne","COUBERTIN","FR29421","suburban","Fond",,2,2018,4.389781793,45.46673742,,,
21,"SAVOIE","ChambÃ©ry","CHAMBERY LE HAUT","FR33102","urban","Fond",101.0,7,2018,5.918616424,45.59668502,8.7,15.4,
22,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",24.6,11,2018,6.869996699,45.92253686,25.5,15.3,
70,"ISERE","Fontaine","Fontaine Les Balmes","FR15017","urban","Fond",,12,2018,5.686968799,45.19044442,,,
105,"LOIRE","Firminy","FIRMINY","FR29425","urban","Fond",,7,2018,4.281682417,45.38796299,,,
24,"SAVOIE","ChambÃ©ry","PASTEUR","FR33101","urban","Fond",43.5,3,2018,5.928435518,45.56462103,27.7,13.4,
129,"LOIRE","Veauche","VEAUCHE","FR29427","suburban","Industrielle",,2,2018,4.298550264,45.56581455,,,
58,"RHONE","Villefranche-sur-SaÃ´ne","VILLEFRANCHE Village","FR20061","urban","Fond",,12,2017,4.719285546,45.98637779,,,
33,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",51.6,2,2018,5.820837783,46.07223918,10.3,17.7,0.9
28,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",77.7,9,2018,5.820837783,46.07223918,4.7,12.1,-0.2
5,"ISERE","Grenoble","Grenoble Les Frenes","FR15043","urban","Fond",12.5,12,2018,5.735603366,45.16187407,30.8,20.0,1.5
12,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",74.1,8,2018,4.074653898,46.04106794,12.1,9.6,
58,"RHONE","Villefranche-sur-SaÃ´ne","VILLEFRANCHE Village","FR20061","urban","Fond",,7,2018,4.719285546,45.98637779,,,
29,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",30.2,1,2018,6.240562703,46.19584661,22.6,14.3,
34,"PUY-DE-DOME","Clermont-Ferrand","Montferrand","FR07004","urban","Fond",63.1,6,2018,3.113828888,45.79729717,14.0,,
9,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",43.1,2,2018,4.802195719,45.60192128,24.3,24.8,
93,"PUY-DE-DOME","Clermont-Ferrand","Centre Ville","FR07003","urban","Fond",,10,2018,3.083334107,45.77364091,,,
17,"LOIRE","Saint-Chamond","SAINT-CHAMOND","FR29426","urban","Fond",57.4,9,2018,4.514999613,45.47529369,25.9,13.0,
94,"PUY-DE-DOME","Clermont-Ferrand","Centre Ville","FR07003","urban","Fond",,5,2018,3.083334107,45.77364091,,,
27,"HAUTE-SAVOIE","Passy","PASSY","FR33220","suburban","Fond",88.6,7,2018,6.713642902,45.9235436,7.6,19.4,
11,"AIN","Miribel","COTIERE AIN","FR20047","suburban","Fond",34.0,12,2017,4.953959787,45.82322611,,15.0,
39,"PUY-DE-DOME","Clermont-Ferrand","Montferrand","FR07004","urban","Fond",41.1,2,2018,3.113828888,45.79729717,23.3,,
31,"DROME","Valence","Valence Urb. Centre","FR36002","urban","Fond",69.3,9,2018,4.893674494,44.93318986,18.0,16.5,
109,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",,4,2018,6.349723082,45.27471893,4.2,13.6,6.0
40,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",62.8,9,2018,4.074653898,46.04106794,19.4,11.4,
20,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",58.4,3,2018,4.074653898,46.04106794,20.2,10.5,
36,"DROME","Valence","Valence Urb. Centre","FR36002","urban","Fond",52.1,3,2018,4.893674494,44.93318986,24.2,12.7,
61,"RHONE","Villefranche-sur-SaÃ´ne","VILLEFRANCHE Village","FR20061","urban","Fond",,8,2018,4.719285546,45.98637779,,,
24,"HAUTE-SAVOIE","Annecy","LOVERCHY","FR33201","urban","Fond",8.5,11,2018,6.118449775,45.89538066,,23.9,
131,"LOIRE","Saint-Ã‰tienne","COUBERTIN","FR29421","suburban","Fond",,4,2018,4.389781793,45.46673742,,,
20,"SAVOIE","ChambÃ©ry","CHAMBERY LE HAUT","FR33102","urban","Fond",69.8,9,2018,5.918616424,45.59668502,11.7,,
28,"HAUTE-SAVOIE","Annecy","LOVERCHY","FR33201","urban","Fond",54.9,5,2018,6.118449775,45.89538066,13.6,15.9,
93,"PUY-DE-DOME","Clermont-Ferrand","Centre Ville","FR07003","urban","Fond",,11,2018,3.083334107,45.77364091,,,
2,"ISERE","Fontaine","Fontaine Les Balmes","FR15017","urban","Fond",24.7,1,2018,5.686968799,45.19044442,31.9,12.4,
131,"LOIRE","Saint-Ã‰tienne","COUBERTIN","FR29421","suburban","Fond",,10,2018,4.389781793,45.46673742,,,
73,"RHONE","Lyon","GARIBALDI","FR20003","urban","Trafic",,9,2018,4.850295216,45.7681358,,,
61,"AIN","Miribel","COTIERE AIN","FR20047","suburban","Fond",,6,2018,4.953959787,45.82322611,9.4,9.8,
12,"RHONE","Pusignan","SAINT EXUPERY","FR20048","suburban","Fond",38.5,12,2017,5.070377771,45.75485265,16.9,13.1,
40,"PUY-DE-DOME","Clermont-Ferrand","Jardin Lecoq","FR07009","urban","Fond",66.9,3,2018,3.087501101,45.77219697,19.0,8.7,
62,"RHONE","Villefranche-sur-SaÃ´ne","VILLEFRANCHE Village","FR20061","urban","Fond",,2,2018,4.719285546,45.98637779,,,
31,"HAUTE-SAVOIE","Passy","PASSY","FR33220","suburban","Fond",23.1,1,2018,6.713642902,45.9235436,27.2,28.7,
24,"SAVOIE","ChambÃ©ry","PASTEUR","FR33101","urban","Fond",57.1,5,2018,5.928435518,45.56462103,13.5,13.1,
31,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",45.2,3,2018,6.240562703,46.19584661,30.1,17.7,
38,"PUY-DE-DOME","Clermont-Ferrand","Montferrand","FR07004","urban","Fond",75.7,8,2018,3.113828888,45.79729717,11.6,,
4,"ISERE","Saint-Martin-d'HÃ¨res","St Martin dHeres","FR15038","urban","Fond",67.1,4,2018,5.75310114,45.18279644,16.7,18.4,
108,"LOIRE","Firminy","FIRMINY","FR29425","urban","Fond",,2,2018,4.281682417,45.38796299,,,
18,"LOIRE","Saint-Chamond","SAINT-CHAMOND","FR29426","urban","Fond",23.8,11,2018,4.514999613,45.47529369,30.2,15.9,
99,"ISERE","Vienne","Vienne Centre","FR27004","urban","Fond",,5,2018,4.875409555,45.52596386,,,
110,"ISERE","Grenoble","Villeneuve","FR15008","suburban","Fond",,6,2018,5.736395372,45.16140417,,,
108,"LOIRE","Firminy","FIRMINY","FR29425","urban","Fond",,3,2018,4.281682417,45.38796299,,,
7,"RHONE","Vaulx-en-Velin","VAULX EN VELIN","FR20046","urban","Fond",22.4,11,2018,4.924700509,45.77887089,,18.3,
23,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",74.1,7,2018,6.869996699,45.92253686,14.3,15.2,
4,"ISERE","Saint-Martin-d'HÃ¨res","St Martin dHeres","FR15038","urban","Fond",25.8,10,2018,5.75310114,45.18279644,25.8,20.8,
89,"RHONE","Villeurbanne","CROIX LUIZET","FR20020","urban","Fond",,2,2018,4.894029845,45.77641745,,,
19,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",72.6,4,2018,4.074653898,46.04106794,14.3,10.6,
4,"ISERE","Saint-Martin-d'HÃ¨res","St Martin dHeres","FR15038","urban","Fond",45.0,3,2018,5.75310114,45.18279644,24.1,15.2,
21,"LOIRE","Saint-Ã‰tienne","SAINT ETIENNE SUD","FR29424","urban","Fond",38.8,2,2018,4.395419639,45.4201064,25.4,19.0,
25,"SAVOIE","ChambÃ©ry","CHAMBERY LE HAUT","FR33102","urban","Fond",56.3,3,2018,5.918616424,45.59668502,16.4,12.8,
75,"RHONE","Pusignan","SAINT EXUPERY","FR20048","suburban","Fond",,6,2018,5.070377771,45.75485265,7.3,12.7,
67,"ISERE","Fontaine","Fontaine Les Balmes","FR15017","urban","Fond",,7,2018,5.686968799,45.19044442,,,
13,"RHONE","Pusignan","SAINT EXUPERY","FR20048","suburban","Fond",32.1,12,2018,5.070377771,45.75485265,16.7,14.0,
12,"AIN","Miribel","COTIERE AIN","FR20047","suburban","Fond",22.1,12,2018,4.953959787,45.82322611,11.3,16.4,
57,"ISERE","Vienne","Vienne Estressin","FR27102","suburban","Fond",,8,2018,4.863904251,45.53975628,,,
98,"ISERE","Vienne","Vienne Centre","FR27004","urban","Fond",,11,2018,4.875409555,45.52596386,,,
22,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",70.0,6,2018,6.869996699,45.92253686,10.3,13.9,
33,"DROME","Valence","Valence Urb. Centre","FR36002","urban","Fond",46.6,10,2018,4.893674494,44.93318986,20.1,17.9,
22,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",45.3,10,2018,6.349723082,45.27471893,12.1,16.8,7.1
37,"ISERE","Roussillon","ROUSSILLON","FR27002","urban","Fond",58.6,9,2018,4.805142184,45.36778213,26.5,20.4,
111,"ISERE","Grenoble","Villeneuve","FR15008","suburban","Fond",,12,2017,5.736395372,45.16140417,,,
24,"ISERE","Grenoble","Grenoble Les Frenes","FR15043","urban","Fond",75.3,8,2018,5.735603366,45.16187407,11.9,14.7,0.2
43,"PUY-DE-DOME","Clermont-Ferrand","Jardin Lecoq","FR07009","urban","Fond",65.9,9,2018,3.087501101,45.77219697,18.4,14.5,
55,"LOIRE","Saint-Chamond","SAINT-CHAMOND","FR29426","urban","Fond",63.3,5,2018,4.514999613,45.47529369,20.5,13.7,
25,"HAUTE-SAVOIE","Annecy","LOVERCHY","FR33201","urban","Fond",28.5,10,2018,6.118449775,45.89538066,,25.0,
16,"LOIRE","Saint-Ã‰tienne","SAINT ETIENNE SUD","FR29424","urban","Fond",65.2,9,2018,4.395419639,45.4201064,16.4,14.5,
2,"ISERE","Fontaine","Fontaine Les Balmes","FR15017","urban","Fond",20.3,12,2017,5.686968799,45.19044442,38.5,17.3,
73,"RHONE","Lyon","GARIBALDI","FR20003","urban","Trafic",,8,2018,4.850295216,45.7681358,,,
129,"LOIRE","Veauche","VEAUCHE","FR29427","suburban","Industrielle",,3,2018,4.298550264,45.56581455,,,
15,"ISERE","Roussillon","ROUSSILLON","FR27002","urban","Fond",49.9,3,2018,4.805142184,45.36778213,23.9,19.2,
25,"SAVOIE","ChambÃ©ry","CHAMBERY LE HAUT","FR33102","urban","Fond",37.6,2,2018,5.918616424,45.59668502,22.9,21.2,
11,"RHONE","Pusignan","SAINT EXUPERY","FR20048","suburban","Fond",39.0,1,2018,5.070377771,45.75485265,15.5,11.6,
8,"RHONE","Lyon","GERLAND","FR20017","urban","Fond",64.2,5,2018,4.829800054,45.73532325,17.3,18.3,
43,"PUY-DE-DOME","Clermont-Ferrand","Jardin Lecoq","FR07009","urban","Fond",48.3,10,2018,3.087501101,45.77219697,21.9,18.1,
21,"LOIRE","Saint-Chamond","SAINT-CHAMOND","FR29426","urban","Fond",72.8,4,2018,4.514999613,45.47529369,21.1,12.1,
98,"ISERE","Vienne","Vienne Centre","FR27004","urban","Fond",,10,2018,4.875409555,45.52596386,,,
18,"LOIRE","Saint-Chamond","SAINT-CHAMOND","FR29426","urban","Fond",39.3,10,2018,4.514999613,45.47529369,27.4,17.7,
98,"ISERE","Vienne","Vienne Centre","FR27004","urban","Fond",,4,2018,4.875409555,45.52596386,,,
7,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",62.6,9,2018,4.802195719,45.60192128,21.8,19.8,
31,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",35.0,2,2018,6.240562703,46.19584661,24.1,23.1,
13,"LOIRE","Saint-Ã‰tienne","SAINT ETIENNE SUD","FR29424","urban","Fond",80.0,8,2018,4.395419639,45.4201064,9.0,12.8,
88,"RHONE","Lyon","GERLAND","FR20017","urban","Fond",,11,2018,4.829800054,45.73532325,37.1,19.1,
26,"HAUTE-SAVOIE","Annecy","LOVERCHY","FR33201","urban","Fond",57.9,4,2018,6.118449775,45.89538066,22.5,21.2,
16,"LOIRE","Roanne","ROANNE","FR29423","urban","Fond",47.2,10,2018,4.074653898,46.04106794,19.8,14.6,
21,"LOIRE","Saint-Ã‰tienne","SAINT ETIENNE SUD","FR29424","urban","Fond",60.1,3,2018,4.395419639,45.4201064,19.7,8.7,
87,"RHONE","Villeurbanne","CROIX LUIZET","FR20020","urban","Fond",,1,2018,4.894029845,45.77641745,,,
25,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",28.4,1,2018,6.869996699,45.92253686,38.8,15.0,
5,"ISERE","Grenoble","Grenoble Les Frenes","FR15043","urban","Fond",30.2,2,2018,5.735603366,45.16187407,26.2,22.5,1.0
31,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",81.5,4,2018,5.820837783,46.07223918,5.3,14.1,0.9
129,"LOIRE","Veauche","VEAUCHE","FR29427","suburban","Industrielle",,9,2018,4.298550264,45.56581455,,,
10,"RHONE","Vaulx-en-Velin","VAULX EN VELIN","FR20046","urban","Fond",74.2,5,2018,4.924700509,45.77887089,18.4,15.2,
25,"HAUTE-SAVOIE","Chamonix-Mont-Blanc","CHAMONIX","FR33120","urban","Fond",20.0,12,2017,6.869996699,45.92253686,46.8,21.4,
21,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",27.6,11,2018,6.349723082,45.27471893,17.9,15.1,6.0
76,"RHONE","Pusignan","SAINT EXUPERY","FR20048","suburban","Fond",,7,2018,5.070377771,45.75485265,9.1,16.5,
7,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",70.7,4,2018,4.802195719,45.60192128,15.6,17.3,
36,"RHONE","Lyon","GERLAND","FR20017","urban","Fond",34.7,10,2018,4.829800054,45.73532325,35.9,21.7,
7,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",79.9,8,2018,4.853725888,45.75799123,14.5,15.6,
75,"RHONE","Lyon","GARIBALDI","FR20003","urban","Trafic",,2,2018,4.850295216,45.7681358,,,
57,"ISERE","Vienne","Vienne Estressin","FR27102","suburban","Fond",,9,2018,4.863904251,45.53975628,,,
87,"RHONE","Villeurbanne","CROIX LUIZET","FR20020","urban","Fond",,8,2018,4.894029845,45.77641745,,,
74,"RHONE","Lyon","GARIBALDI","FR20003","urban","Trafic",,3,2018,4.850295216,45.7681358,,,
109,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",,8,2018,6.240562703,46.19584661,7.8,13.7,
111,"ISERE","Grenoble","Villeneuve","FR15008","suburban","Fond",,12,2018,5.736395372,45.16140417,,,
106,"LOIRE","Firminy","FIRMINY","FR29425","urban","Fond",,9,2018,4.281682417,45.38796299,,,
58,"ISERE","Vienne","Vienne Estressin","FR27102","suburban","Fond",,2,2018,4.863904251,45.53975628,,,
13,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",52.1,3,2018,4.853725888,45.75799123,29.5,15.8,
110,"SAVOIE","Saint-Jean-de-Maurienne","SAINT JEAN","FR33111","urban","Fond",,5,2018,6.349723082,45.27471893,5.0,13.6,7.1
9,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",54.7,3,2018,4.802195719,45.60192128,20.8,15.8,
12,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",60.2,9,2018,4.853725888,45.75799123,29.1,20.9,
30,"HAUTE-SAVOIE","Saint-Germain-sur-RhÃ´ne","St Germain/RhÃ´ne","FR33302","rural-nearcity","Fond",51.7,10,2018,5.820837783,46.07223918,,14.1,0.3
132,"LOIRE","Saint-Ã‰tienne","COUBERTIN","FR29421","suburban","Fond",,3,2018,4.389781793,45.46673742,,,
25,"HAUTE-SAVOIE","Annemasse","ANNEMASSE","FR33211","urban","Fond",66.5,9,2018,6.240562703,46.19584661,14.8,16.8,
6,"RHONE","Lyon","GERLAND","FR20017","urban","Fond",66.7,4,2018,4.829800054,45.73532325,25.7,16.0,
13,"RHONE","Lyon","LYON Centre","FR20062","urban","Fond",38.9,2,2018,4.853725888,45.75799123,25.7,23.4,
85,"RHONE","Villeurbanne","CROIX LUIZET","FR20020","urban","Fond",,7,2018,4.894029845,45.77641745,,,
7,"RHONE","Ternay","TERNAY","FR20037","suburban","Fond",42.9,10,2018,4.802195719,45.60192128,21.0,23.1,
20,"SAVOIE","ChambÃ©ry","PASTEUR","FR33101","urban","Fond",10.8,11,2018,5.928435518,45.56462103,28.1,19.0,
